employee_id,employee_name,email,department,position,manager,employment_type,employment_status,hire_date,termination_date,tenure_years,termination_reason,termination_category,tenure_band
368,Andre Morrison,employee368@uptime-solutions.com,Information Technology,Software Developer,Benjamin Cole,Part-Time,Active,2021-03-27,,5,,Active / Unknown,4-5 Years
386,Michael Olsen,employee386@uptime-solutions.com,Finance,Financial Analyst,Melissa Harris,Part-Time,Active,2020-11-15,,5,,Active / Unknown,4-5 Years
387,Wendy Acevedo,employee387@uptime-solutions.com,Operations,Field Technician,Nicole Smith,Temporary,Active,2021-04-05,,5,,Active / Unknown,4-5 Years
391,Craig Perez,employee391@uptime-solutions.com,Information Technology,Software Developer,Jenny Cook,Part-Time,Active,2021-02-27,,5,,Active / Unknown,4-5 Years
404,Ethan Hodges,employee404@uptime-solutions.com,Human Resources,HR Specialist,Wesley Lloyd,Contract,Active,2021-08-15,,5,,Active / Unknown,4-5 Years
409,Todd Murray,employee409@uptime-solutions.com,Finance,Financial Analyst,Richard Dudley,Full-Time,Active,2020-12-12,,5,,Active / Unknown,4-5 Years
412,Kenneth Smith,employee412@uptime-solutions.com,Sales,Sales Representative,Tricia Stephens,Temporary,Active,2020-12-21,,5,,Active / Unknown,4-5 Years
436,Heather Gordon,employee436@uptime-solutions.com,Operations,Field Technician,Kevin Miller,Temporary,Active,2021-02-09,,5,,Active / Unknown,4-5 Years
440,Laura Cobb,employee440@uptime-solutions.com,Operations,Field Technician,Jenny Cook,Temporary,Active,2021-05-12,,5,,Active / Unknown,4-5 Years
441,Daniel Winters,employee441@uptime-solutions.com,Information Technology,Data Analyst,Tricia Stephens,Temporary,Active,2021-04-26,,5,,Active / Unknown,4-5 Years
468,Lisa Webb,employee468@uptime-solutions.com,Human Resources,HR Specialist,Paul Thompson,Part-Time,Active,2021-01-04,,5,,Active / Unknown,4-5 Years
472,Jeffrey Sawyer,employee472@uptime-solutions.com,Sales,Sales Representative,Amy Love,Full-Time,Active,2020-12-27,,5,,Active / Unknown,4-5 Years
474,Kendra Torres,employee474@uptime-solutions.com,Information Technology,Software Developer,Michael Shaffer,Full-Time,Active,2020-12-28,,5,,Active / Unknown,4-5 Years
499,Brett Khan,employee499@uptime-solutions.com,Sales,Sales Representative,Mark Baker,Temporary,Active,2021-08-01,,5,,Active / Unknown,4-5 Years
500,Ryan Ferrell,employee500@uptime-solutions.com,Information Technology,Data Analyst,Debra Pratt,Temporary,Active,2020-12-29,,5,,Active / Unknown,4-5 Years
51,Samantha Neal,employee51@uptime-solutions.com,Human Resources,HR Specialist,Benjamin Cole,Temporary,Active,2024-03-09,,2,,Active / Unknown,2-3 Years
81,Ronald Dunlap,employee81@uptime-solutions.com,Finance,Financial Analyst,Brenda Odom,Temporary,Active,2024-06-12,,2,,Active / Unknown,2-3 Years
99,Sharon Johnson,employee99@uptime-solutions.com,Information Technology,Software Developer,Nicole Smith,Temporary,Active,2024-08-23,,2,,Active / Unknown,2-3 Years
123,Kelsey Heath,employee123@uptime-solutions.com,Operations,Operations Manager,Travis Wheeler,Temporary,Active,2023-11-05,,2,,Active / Unknown,2-3 Years
139,Danielle Wagner,employee139@uptime-solutions.com,Sales,Sales Representative,Travis Wheeler,Temporary,Active,2024-07-07,,2,,Active / Unknown,2-3 Years
143,Alexandra Weaver,employee143@uptime-solutions.com,Finance,Financial Analyst,Joseph Archer,Temporary,Active,2023-11-18,,2,,Active / Unknown,2-3 Years
215,Kyle Montoya,employee215@uptime-solutions.com,Sales,Sales Representative,Alicia Fisher,Temporary,Active,2023-12-12,,2,,Active / Unknown,2-3 Years
273,Tyler Castillo,employee273@uptime-solutions.com,Sales,Sales Representative,Kevin Miller,Temporary,Active,2023-10-31,,2,,Active / Unknown,2-3 Years
317,Walter Steele,employee317@uptime-solutions.com,Finance,Financial Analyst,Jenny Cook,Temporary,Active,2024-03-05,,2,,Active / Unknown,2-3 Years
332,Jason Williams,employee332@uptime-solutions.com,Information Technology,Data Analyst,Amy Love,Temporary,Active,2024-06-18,,2,,Active / Unknown,2-3 Years
341,Rebecca Pierce,employee341@uptime-solutions.com,Information Technology,Software Developer,Paul Thompson,Temporary,Active,2024-04-23,,2,,Active / Unknown,2-3 Years
369,Amanda Rodriguez,employee369@uptime-solutions.com,Sales,Sales Representative,Debra Pratt,Temporary,Active,2024-05-25,,2,,Active / Unknown,2-3 Years
380,Donna Santiago,employee380@uptime-solutions.com,Operations,Operations Manager,Ian Lyons,Temporary,Active,2024-06-15,,2,,Active / Unknown,2-3 Years
429,Stephen Allen,employee429@uptime-solutions.com,Operations,Field Technician,Jenny Cook,Temporary,Active,2023-11-28,,2,,Active / Unknown,2-3 Years
438,Traci Mcdaniel,employee438@uptime-solutions.com,Operations,Field Technician,Tricia Stephens,Temporary,Active,2023-12-28,,2,,Active / Unknown,2-3 Years
446,Katherine Davis,employee446@uptime-solutions.com,Finance,Financial Analyst,Debra Pratt,Temporary,Active,2023-10-15,,2,,Active / Unknown,2-3 Years
447,Matthew Bautista,employee447@uptime-solutions.com,Human Resources,HR Specialist,Alicia Fisher,Temporary,Active,2024-07-07,,2,,Active / Unknown,2-3 Years
473,Michael Gill,employee473@uptime-solutions.com,Operations,Operations Manager,Debra Pratt,Temporary,Active,2024-03-28,,2,,Active / Unknown,2-3 Years
490,Gloria Maldonado,employee490@uptime-solutions.com,Information Technology,Data Analyst,Kevin Miller,Temporary,Active,2024-08-06,,2,,Active / Unknown,2-3 Years
24,Tracie Jones,employee24@uptime-solutions.com,Finance,Financial Analyst,Amy Love,Full-Time,Active,2024-08-13,,2,,Active / Unknown,2-3 Years
68,Cindy Coleman,employee68@uptime-solutions.com,Sales,Sales Representative,Richard Dudley,Full-Time,Active,2024-02-27,,2,,Active / Unknown,2-3 Years
71,Jocelyn Walker,employee71@uptime-solutions.com,Information Technology,Software Developer,Melissa Harris,Full-Time,Active,2023-09-17,,2,,Active / Unknown,2-3 Years
84,Raymond Santos,employee84@uptime-solutions.com,Operations,Field Technician,Wesley Lloyd,Full-Time,Active,2024-05-25,,2,,Active / Unknown,2-3 Years
106,Thomas Gibson,employee106@uptime-solutions.com,Operations,Field Technician,Travis Wheeler,Full-Time,Active,2024-02-25,,2,,Active / Unknown,2-3 Years
109,Aaron Oneal,employee109@uptime-solutions.com,Sales,Sales Representative,Brenda Odom,Full-Time,Active,2024-06-22,,2,,Active / Unknown,2-3 Years
196,Melissa Allen,employee196@uptime-solutions.com,Human Resources,HR Specialist,Travis Wheeler,Full-Time,Active,2024-06-07,,2,,Active / Unknown,2-3 Years
204,Jonathan Gibson,employee204@uptime-solutions.com,Finance,Financial Analyst,Debra Pratt,Full-Time,Active,2024-03-31,,2,,Active / Unknown,2-3 Years
229,Oscar English,employee229@uptime-solutions.com,Operations,Operations Manager,Alicia Fisher,Full-Time,Active,2023-12-11,,2,,Active / Unknown,2-3 Years
257,Steven Santos,employee257@uptime-solutions.com,Operations,Operations Manager,Nicole Smith,Full-Time,Active,2024-01-02,,2,,Active / Unknown,2-3 Years
288,Kenneth Cervantes,employee288@uptime-solutions.com,Information Technology,Data Analyst,Tricia Stephens,Full-Time,Active,2024-07-03,,2,,Active / Unknown,2-3 Years
319,Michael Bush,employee319@uptime-solutions.com,Human Resources,HR Specialist,Brenda Odom,Full-Time,Active,2024-07-09,,2,,Active / Unknown,2-3 Years
351,Jared Tate,employee351@uptime-solutions.com,Finance,Financial Analyst,Jill Romero,Full-Time,Active,2024-04-24,,2,,Active / Unknown,2-3 Years
366,Natalie Jones,employee366@uptime-solutions.com,Human Resources,HR Specialist,Alicia Fisher,Full-Time,Active,2023-12-11,,2,,Active / Unknown,2-3 Years
426,Kenneth Clark,employee426@uptime-solutions.com,Operations,Field Technician,Amy Love,Full-Time,Active,2024-07-05,,2,,Active / Unknown,2-3 Years
427,Thomas Davis,employee427@uptime-solutions.com,Operations,Field Technician,Amy Love,Full-Time,Active,2024-06-04,,2,,Active / Unknown,2-3 Years
477,Diamond Garcia,employee477@uptime-solutions.com,Finance,Financial Analyst,Travis Wheeler,Full-Time,Active,2023-11-05,,2,,Active / Unknown,2-3 Years
79,Ashley Ramirez,employee79@uptime-solutions.com,Finance,Financial Analyst,Alicia Fisher,Part-Time,Active,2023-10-04,,2,,Active / Unknown,2-3 Years
128,Deborah Lane,employee128@uptime-solutions.com,Information Technology,Software Developer,Richard Dudley,Contract,Active,2024-02-12,,2,,Active / Unknown,2-3 Years
131,Paula Wood,employee131@uptime-solutions.com,Sales,Sales Representative,Jenny Cook,Contract,Active,2024-06-28,,2,,Active / Unknown,2-3 Years
144,John Buchanan,employee144@uptime-solutions.com,Operations,Field Technician,Benjamin Cole,Part-Time,Active,2024-08-14,,2,,Active / Unknown,2-3 Years
147,Kimberly Curry,employee147@uptime-solutions.com,Human Resources,HR Specialist,Karen Richardson,Part-Time,Active,2023-10-23,,2,,Active / Unknown,2-3 Years
152,Kenneth Henderson,employee152@uptime-solutions.com,Operations,Operations Manager,Tricia Stephens,Part-Time,Active,2024-05-08,,2,,Active / Unknown,2-3 Years
160,Anna Ali,employee160@uptime-solutions.com,Sales,Sales Representative,Amy Love,Contract,Active,2024-06-17,,2,,Active / Unknown,2-3 Years
161,Kim Anderson,employee161@uptime-solutions.com,Human Resources,HR Specialist,Ian Lyons,Part-Time,Active,2024-06-08,,2,,Active / Unknown,2-3 Years
198,David Martinez,employee198@uptime-solutions.com,Finance,Financial Analyst,Nicole Smith,Part-Time,Active,2024-04-05,,2,,Active / Unknown,2-3 Years
231,Jonathan Randall,employee231@uptime-solutions.com,Sales,Sales Representative,Debra Pratt,Contract,Active,2024-04-06,,2,,Active / Unknown,2-3 Years
249,Meghan Williams,employee249@uptime-solutions.com,Finance,Financial Analyst,Richard Dudley,Contract,Active,2024-07-22,,2,,Active / Unknown,2-3 Years
277,Amy Higgins,employee277@uptime-solutions.com,Sales,Sales Representative,Ian Lyons,Part-Time,Active,2023-10-13,,2,,Active / Unknown,2-3 Years
281,Justin Long,employee281@uptime-solutions.com,Information Technology,Data Analyst,Wesley Lloyd,Part-Time,Active,2024-09-04,,2,,Active / Unknown,2-3 Years
285,Thomas Washington,employee285@uptime-solutions.com,Finance,Financial Analyst,Jenny Cook,Part-Time,Active,2024-07-17,,2,,Active / Unknown,2-3 Years
286,Sandra Wilson,employee286@uptime-solutions.com,Human Resources,HR Specialist,Paul Thompson,Part-Time,Active,2023-09-29,,2,,Active / Unknown,2-3 Years
301,Scott Soto,employee301@uptime-solutions.com,Human Resources,HR Specialist,Jenny Cook,Part-Time,Active,2024-04-04,,2,,Active / Unknown,2-3 Years
309,Maxwell Soto,employee309@uptime-solutions.com,Operations,Field Technician,Ian Lyons,Contract,Active,2023-10-13,,2,,Active / Unknown,2-3 Years
320,Roy Pollard,employee320@uptime-solutions.com,Human Resources,HR Specialist,Mark Baker,Part-Time,Active,2024-07-23,,2,,Active / Unknown,2-3 Years
346,Joy Mcintyre,employee346@uptime-solutions.com,Operations,Operations Manager,Travis Wheeler,Contract,Active,2024-05-23,,2,,Active / Unknown,2-3 Years
370,Shane Long,employee370@uptime-solutions.com,Sales,Sales Representative,Paul Thompson,Contract,Active,2024-04-15,,2,,Active / Unknown,2-3 Years
373,Casey Reeves,employee373@uptime-solutions.com,Finance,Financial Analyst,Richard Dudley,Part-Time,Active,2023-10-12,,2,,Active / Unknown,2-3 Years
392,Lisa Dunn,employee392@uptime-solutions.com,Information Technology,Data Analyst,Ian Lyons,Part-Time,Active,2023-10-12,,2,,Active / Unknown,2-3 Years
411,Jennifer Nicholson,employee411@uptime-solutions.com,Human Resources,HR Specialist,Benjamin Cole,Contract,Active,2023-11-24,,2,,Active / Unknown,2-3 Years
444,Mary Taylor,employee444@uptime-solutions.com,Operations,Operations Manager,Alicia Fisher,Contract,Active,2024-02-15,,2,,Active / Unknown,2-3 Years
471,Sara Chambers,employee471@uptime-solutions.com,Information Technology,Software Developer,Kevin Miller,Contract,Active,2024-07-15,,2,,Active / Unknown,2-3 Years
475,Justin Knox,employee475@uptime-solutions.com,Information Technology,Data Analyst,Nicole Smith,Contract,Active,2024-08-15,,2,,Active / Unknown,2-3 Years
481,Heather Bonilla,employee481@uptime-solutions.com,Information Technology,Data Analyst,Amy Love,Part-Time,Active,2024-02-10,,2,,Active / Unknown,2-3 Years
30,Teresa James,employee30@uptime-solutions.com,Operations,Operations Manager,Brenda Odom,Full-Time,Active,2025-09-17,,0,,Active / Unknown,0-1 Year
93,Denise Pruitt,employee93@uptime-solutions.com,Operations,Operations Manager,Paul Thompson,Temporary,Active,2026-03-10,,0,,Active / Unknown,0-1 Year
184,Benjamin Cox,employee184@uptime-solutions.com,Operations,Operations Manager,Nicole Smith,Part-Time,Active,2025-11-01,,0,,Active / Unknown,0-1 Year
197,Michael Bennett,employee197@uptime-solutions.com,Operations,Operations Manager,Paul Thompson,Part-Time,Active,2026-07-26,,0,,Active / Unknown,0-1 Year
270,Angela Lynch,employee270@uptime-solutions.com,Operations,Operations Manager,Paul Thompson,Part-Time,Active,2026-05-31,,0,,Active / Unknown,0-1 Year
314,David Thompson,employee314@uptime-solutions.com,Operations,Operations Manager,Kevin Miller,Contract,Active,2026-11-17,,0,,Active / Unknown,0-1 Year
327,Misty Bailey,employee327@uptime-solutions.com,Operations,Operations Manager,Tricia Stephens,Full-Time,Active,2026-11-26,,0,,Active / Unknown,0-1 Year
408,Francisco Norris,employee408@uptime-solutions.com,Operations,Operations Manager,Ian Lyons,Full-Time,Active,2025-12-24,,0,,Active / Unknown,0-1 Year
460,Matthew Jackson,employee460@uptime-solutions.com,Operations,Operations Manager,Melissa Harris,Contract,Active,2026-10-02,,0,,Active / Unknown,0-1 Year
482,Jordan Brooks,employee482@uptime-solutions.com,Operations,Operations Manager,Benjamin Cole,Full-Time,Active,2026-05-10,,0,,Active / Unknown,0-1 Year
498,Catherine Wagner,employee498@uptime-solutions.com,Operations,Operations Manager,Michael Shaffer,Part-Time,Active,2026-11-07,,0,,Active / Unknown,0-1 Year
25,Desiree Medina,employee25@uptime-solutions.com,Sales,Sales Representative,Nicole Smith,Full-Time,Active,2026-04-19,,0,,Active / Unknown,0-1 Year
26,Alicia Dorsey,employee26@uptime-solutions.com,Operations,Field Technician,Benjamin Cole,Temporary,Active,2026-11-10,,0,,Active / Unknown,0-1 Year
74,Joanne Dodson,employee74@uptime-solutions.com,Sales,Sales Representative,Melissa Harris,Contract,Active,2026-04-14,,0,,Active / Unknown,0-1 Year
103,Derek Martinez,employee103@uptime-solutions.com,Sales,Sales Representative,Joseph Archer,Full-Time,Active,2025-11-22,,0,,Active / Unknown,0-1 Year
208,Crystal Smith,employee208@uptime-solutions.com,Sales,Sales Representative,Debra Pratt,Full-Time,Active,2026-08-27,,0,,Active / Unknown,0-1 Year
212,Brian Hart,employee212@uptime-solutions.com,Operations,Field Technician,Amy Love,Part-Time,Active,2025-09-20,,0,,Active / Unknown,0-1 Year
255,Jerome Acevedo,employee255@uptime-solutions.com,Sales,Sales Representative,Richard Dudley,Contract,Active,2026-02-15,,0,,Active / Unknown,0-1 Year
268,Megan Hernandez,employee268@uptime-solutions.com,Sales,Sales Representative,Brenda Odom,Full-Time,Active,2026-04-02,,0,,Active / Unknown,0-1 Year
390,Robin Nelson,employee390@uptime-solutions.com,Sales,Sales Representative,Kevin Miller,Part-Time,Active,2026-03-03,,0,,Active / Unknown,0-1 Year
463,Matthew Lynn,employee463@uptime-solutions.com,Sales,Sales Representative,Alicia Fisher,Contract,Active,2026-10-28,,0,,Active / Unknown,0-1 Year
485,Lisa Nguyen,employee485@uptime-solutions.com,Sales,Sales Representative,Jenny Cook,Contract,Active,2026-11-16,,0,,Active / Unknown,0-1 Year
40,Ashley Brown,employee40@uptime-solutions.com,Human Resources,HR Specialist,Richard Dudley,Contract,Active,2026-03-08,,0,,Active / Unknown,0-1 Year
72,Tim Cook,employee72@uptime-solutions.com,Human Resources,HR Specialist,Michael Shaffer,Full-Time,Active,2026-07-22,,0,,Active / Unknown,0-1 Year
132,Anthony Shelton,employee132@uptime-solutions.com,Human Resources,HR Specialist,Jill Romero,Part-Time,Active,2026-01-22,,0,,Active / Unknown,0-1 Year
187,Joshua Thompson,employee187@uptime-solutions.com,Human Resources,HR Specialist,Alicia Fisher,Part-Time,Active,2025-10-04,,0,,Active / Unknown,0-1 Year
193,Amanda Jordan,employee193@uptime-solutions.com,Human Resources,HR Specialist,Brenda Odom,Part-Time,Active,2026-02-25,,0,,Active / Unknown,0-1 Year
248,Juan Melton,employee248@uptime-solutions.com,Human Resources,HR Specialist,Jill Romero,Contract,Active,2026-04-02,,0,,Active / Unknown,0-1 Year
260,Jeremy Cooper,employee260@uptime-solutions.com,Human Resources,HR Specialist,Jenny Cook,Contract,Active,2025-10-19,,0,,Active / Unknown,0-1 Year
262,Carol Cook,employee262@uptime-solutions.com,Human Resources,HR Specialist,Paul Thompson,Part-Time,Active,2025-11-22,,0,,Active / Unknown,0-1 Year
328,Erica Parker,employee328@uptime-solutions.com,Human Resources,HR Specialist,Jenny Cook,Part-Time,Active,2025-09-08,,0,,Active / Unknown,0-1 Year
355,Roy Cross,employee355@uptime-solutions.com,Human Resources,HR Specialist,Paul Thompson,Part-Time,Active,2026-06-30,,0,,Active / Unknown,0-1 Year
382,Brooke Harper,employee382@uptime-solutions.com,Human Resources,HR Specialist,Amy Love,Temporary,Active,2026-04-07,,0,,Active / Unknown,0-1 Year
445,Sally Johnson,employee445@uptime-solutions.com,Human Resources,HR Specialist,Michael Shaffer,Full-Time,Active,2025-12-15,,0,,Active / Unknown,0-1 Year
450,Timothy Wise,employee450@uptime-solutions.com,Human Resources,HR Specialist,Karen Richardson,Temporary,Active,2025-10-01,,0,,Active / Unknown,0-1 Year
452,Tyler Mccarthy,employee452@uptime-solutions.com,Human Resources,HR Specialist,Mark Baker,Part-Time,Active,2026-06-25,,0,,Active / Unknown,0-1 Year
492,Kathleen Randolph,employee492@uptime-solutions.com,Human Resources,HR Specialist,Wesley Lloyd,Contract,Active,2025-09-19,,0,,Active / Unknown,0-1 Year
101,William Oconnor,employee101@uptime-solutions.com,Information Technology,Software Developer,Amy Love,Part-Time,Active,2026-10-05,,0,,Active / Unknown,0-1 Year
102,Andrew Hamilton,employee102@uptime-solutions.com,Information Technology,Software Developer,Ian Lyons,Contract,Active,2026-06-21,,0,,Active / Unknown,0-1 Year
130,Stephanie Murphy,employee130@uptime-solutions.com,Information Technology,Software Developer,Mark Baker,Full-Time,Active,2026-09-14,,0,,Active / Unknown,0-1 Year
245,William Mcclure,employee245@uptime-solutions.com,Information Technology,Software Developer,Kevin Miller,Temporary,Active,2026-06-06,,0,,Active / Unknown,0-1 Year
294,Larry Evans,employee294@uptime-solutions.com,Information Technology,Software Developer,Joseph Archer,Temporary,Active,2026-06-22,,0,,Active / Unknown,0-1 Year
336,Colton Jones,employee336@uptime-solutions.com,Information Technology,Software Developer,Kevin Miller,Temporary,Active,2026-08-01,,0,,Active / Unknown,0-1 Year
358,Jessica Hester,employee358@uptime-solutions.com,Information Technology,Software Developer,Paul Thompson,Contract,Active,2025-09-29,,0,,Active / Unknown,0-1 Year
94,Lisa Marsh,employee94@uptime-solutions.com,Information Technology,Data Analyst,Paul Thompson,Full-Time,Active,2026-12-31,,0,,Active / Unknown,0-1 Year
97,Michael Henry,employee97@uptime-solutions.com,Information Technology,Data Analyst,Mark Baker,Part-Time,Active,2026-01-13,,0,,Active / Unknown,0-1 Year
98,Jeff Hart,employee98@uptime-solutions.com,Information Technology,Data Analyst,Richard Dudley,Part-Time,Active,2025-09-08,,0,,Active / Unknown,0-1 Year
116,Nicole Brown,employee116@uptime-solutions.com,Information Technology,Data Analyst,Wesley Lloyd,Full-Time,Active,2026-03-18,,0,,Active / Unknown,0-1 Year
117,David Hughes,employee117@uptime-solutions.com,Information Technology,Data Analyst,Karen Richardson,Contract,Active,2026-11-28,,0,,Active / Unknown,0-1 Year
122,Jared Holt,employee122@uptime-solutions.com,Information Technology,Data Analyst,Joseph Archer,Temporary,Active,2026-08-10,,0,,Active / Unknown,0-1 Year
192,Brenda Brooks,employee192@uptime-solutions.com,Information Technology,Data Analyst,Debra Pratt,Full-Time,Active,2026-05-28,,0,,Active / Unknown,0-1 Year
214,Amy Avila,employee214@uptime-solutions.com,Information Technology,Data Analyst,Michael Shaffer,Contract,Active,2026-03-17,,0,,Active / Unknown,0-1 Year
313,George Castaneda,employee313@uptime-solutions.com,Information Technology,Data Analyst,Kevin Miller,Part-Time,Active,2026-12-08,,0,,Active / Unknown,0-1 Year
335,Breanna Moss,employee335@uptime-solutions.com,Information Technology,Data Analyst,Amy Love,Part-Time,Active,2025-12-08,,0,,Active / Unknown,0-1 Year
394,Ray Murphy,employee394@uptime-solutions.com,Information Technology,Data Analyst,Tricia Stephens,Contract,Active,2026-04-05,,0,,Active / Unknown,0-1 Year
459,Jamie Serrano,employee459@uptime-solutions.com,Information Technology,Data Analyst,Joseph Archer,Part-Time,Active,2026-12-12,,0,,Active / Unknown,0-1 Year
22,Anthony Snyder,employee22@uptime-solutions.com,Finance,Financial Analyst,Tricia Stephens,Part-Time,Active,2026-05-18,,0,,Active / Unknown,0-1 Year
38,Terri Bright,employee38@uptime-solutions.com,Finance,Financial Analyst,Amy Love,Contract,Active,2026-07-21,,0,,Active / Unknown,0-1 Year
69,Nicholas Hernandez,employee69@uptime-solutions.com,Finance,Financial Analyst,Joseph Archer,Full-Time,Active,2025-10-26,,0,,Active / Unknown,0-1 Year
77,Frank Baker,employee77@uptime-solutions.com,Finance,Financial Analyst,Karen Richardson,Temporary,Active,2026-03-19,,0,,Active / Unknown,0-1 Year
80,William Hancock,employee80@uptime-solutions.com,Finance,Financial Analyst,Richard Dudley,Contract,Active,2026-12-21,,0,,Active / Unknown,0-1 Year
85,Lisa Young,employee85@uptime-solutions.com,Finance,Financial Analyst,Brenda Odom,Part-Time,Active,2026-09-27,,0,,Active / Unknown,0-1 Year
91,Kevin Hall,employee91@uptime-solutions.com,Finance,Financial Analyst,Paul Thompson,Part-Time,Active,2026-11-11,,0,,Active / Unknown,0-1 Year
111,Amy Mitchell,employee111@uptime-solutions.com,Finance,Financial Analyst,Benjamin Cole,Temporary,Active,2026-06-20,,0,,Active / Unknown,0-1 Year
165,Ralph Barron,employee165@uptime-solutions.com,Finance,Financial Analyst,Kevin Miller,Full-Time,Active,2026-02-23,,0,,Active / Unknown,0-1 Year
168,Tammy Macias,employee168@uptime-solutions.com,Finance,Financial Analyst,Brenda Odom,Temporary,Active,2026-10-29,,0,,Active / Unknown,0-1 Year
206,Kaitlin Garner,employee206@uptime-solutions.com,Finance,Financial Analyst,Amy Love,Part-Time,Active,2026-10-16,,0,,Active / Unknown,0-1 Year
216,Jeffrey Brooks,employee216@uptime-solutions.com,Finance,Financial Analyst,Mark Baker,Full-Time,Active,2026-04-01,,0,,Active / Unknown,0-1 Year
252,Vickie Stevens,employee252@uptime-solutions.com,Finance,Financial Analyst,Michael Shaffer,Full-Time,Active,2026-06-29,,0,,Active / Unknown,0-1 Year
284,Shirley Flores,employee284@uptime-solutions.com,Finance,Financial Analyst,Richard Dudley,Temporary,Active,2026-02-04,,0,,Active / Unknown,0-1 Year
287,Christopher Owens,employee287@uptime-solutions.com,Finance,Financial Analyst,Wesley Lloyd,Temporary,Active,2026-04-02,,0,,Active / Unknown,0-1 Year
402,Justin Carter,employee402@uptime-solutions.com,Finance,Financial Analyst,Karen Richardson,Contract,Active,2026-04-09,,0,,Active / Unknown,0-1 Year
437,Wendy West,employee437@uptime-solutions.com,Finance,Financial Analyst,Amy Love,Part-Time,Active,2026-07-22,,0,,Active / Unknown,0-1 Year
456,Tammy Freeman,employee456@uptime-solutions.com,Finance,Financial Analyst,Amy Love,Temporary,Active,2026-11-07,,0,,Active / Unknown,0-1 Year
464,Jennifer Martin,employee464@uptime-solutions.com,Finance,Financial Analyst,Melissa Harris,Full-Time,Active,2026-07-23,,0,,Active / Unknown,0-1 Year
497,Samuel Hutchinson,employee497@uptime-solutions.com,Finance,Financial Analyst,Kevin Miller,Temporary,Active,2026-08-04,,0,,Active / Unknown,0-1 Year
